"","x"
"1",0.989760622771462
"2",0.988055109377922
"3",0.964026265210361
"4",0.950242032643214
"5",0.832669321337168
"6",0.937257175608579
"7",0.991643525154694
"8",0.815394589113156
"9",0.981528172211257
"10",0.935450109069588
"11",0.85671420990557
"12",0.976493612807173
"13",0.949918108178093
"14",0.329395385906977
"15",0.94387933627557
"16",0.706859305225703
"17",0.665877857915463
"18",0.998818547382824
"19",0.999697206375463
"20",0.99716787525191
"21",0.997026315286564
"22",0.979520337837233
"23",0.981639538904098
"24",0.980500120299117
"25",0.963920418007962
"26",0.791845856847875
"27",0.980042045839389
"28",0.943207906407403
"29",0.953516744728407
"30",0.889862011057882
"31",0.971006789758382
"32",0.974079109797484
"33",0.981262301450936
"34",0.999851764830457
"35",0.99976171198303
"36",0.999732944713054
"37",0.998361563683008
"38",0.992475062971119
"39",0.999789991038928
"40",0.994798169304412
"41",0.974221737849669
"42",0.613147484821995
"43",0.696093715143252
"44",0.339097872421435
"45",0.835201945563949
"46",0.759997370045893
"47",0.678341006670365
"48",0.232626088294056
"49",0.98577110564054
"50",0.97845420718373
"51",0.949178549860553
"52",0.834049757366147
"53",0.937192913896978
"54",0.637644590922119
"55",0.909530041885396
"56",0.836868048348236
"57",0.6179579944109
"58",0.992933628161506
"59",0.992400989762319
"60",0.985540775161731
"61",0.513877839337751
"62",0.972830953774539
"63",0.930425905829712
"64",0.47417625556273
"65",0.705368604212618
"66",0.576305692492592
"67",0.751151422650873
"68",0.907515484741167
"69",0.082407102120405
"70",-0.115514249056017
"71",0.285456513764909
"72",0.500473462504835
"73",0.997456425526138
"74",0.997591489470667
"75",0.579976253061007
"76",0.548105394684823
"77",0.563702219389208
"78",0.817547211603914
"79",0.994637667053324
"80",0.233155304093286
"81",0.99444520725936
"82",0.823789388342339
"83",0.210781728254586
"84",0.972736384583673
"85",0.837858495594178
"86",0.836624692149032
"87",0.790920186234209
"88",0.497535713861774
"89",0.227343621574323
"90",0.810308797214186
"91",0.991489414615622
"92",0.958875179820798
"93",0.622706457064459
"94",0.185256161332761
"95",0.640729557751052
"96",0.997860283058548
"97",0.986232563141588
"98",0.961523563723364
"99",0.998573501738161
"100",0.976996835507328
"101",0.962328457406946
"102",0.880156150712409
"103",0.852908828528916
"104",0.768877677750072
"105",0.241022450758944
"106",0.879720015356667
"107",0.950895834179595
"108",0.0974708368183499
"109",0.895638500482769
"110",0.809180107637261
"111",-0.0356541787849616
"112",0.088654586599047
"113",0.0204291867672318
"114",0.98064618755402
"115",0.489740777200849
"116",0.997001140184196
"117",0.522011504635334
"118",0.99505296561936
"119",0.968174698689761
"120",0.994472403557293
"121",0.465505349611248
"122",0.967104828644589
"123",0.863382375732046
"124",0.191176769887912
"125",0.888463664783589
"126",0.948253424399319
"127",0.625470292330846
"128",0.550081312047124
"129",0.2940534264148
"130",0.993038530979685
"131",0.99343235157918
"132",0.999356008739161
"133",0.999369930048285
"134",0.995088883061298
"135",0.996391174454371
"136",0.875072489657075
"137",0.775501157452648
"138",0.954597413641401
"139",0.987798767839867
"140",0.979552492673799
"141",0.954804024908539
"142",0.835957159348907
"143",0.548353963795636
"144",0.713261412515498
"145",0.525371523468198
"146",0.857332077716074
"147",0.984099319546731
"148",0.998855087278573
"149",-0.318655800759127
"150",0.349903281711192
"151",0.663329696041088
"152",0.493211079759358
"153",-0.0312712596500744
"154",0.831553225930426
"155",0.207090351276621
"156",0.545217599071514
"157",0.999009877451431
"158",0.9990147336609
"159",0.998957914107999
"160",0.998133290320783
"161",0.855741977784778
"162",0.998990997390341
"163",0.907728915878939
"164",0.999722986610212
"165",0.419965779710372
"166",0.0610502774339751
"167",0.344962215940364
"168",0.15138610960575
"169",0.750777473291849
"170",0.85262570307465
"171",0.756314711804964
"172",0.951741215303012
"173",0.913275382319155
"174",0.990297170694421
"175",0.953183080265356
"176",0.526808781899468
"177",0.523567939243894
"178",0.677559366928933
"179",-0.370090030248181
"180",-0.298326490673777
"181",0.944833039055591
"182",0.998927352749196
"183",0.972760716444884
"184",0.976135684835699
"185",0.698326339557295
"186",0.228284123148146
"187",0.873281509961521
"188",0.980695859538307
"189",0.0813227965385886
"190",0.992228050359458
"191",0.485109275295154
"192",0.748749609588077
"193",0.996296084398138
"194",0.984269181907733
"195",0.997584664915101
"196",0.173403274085632
"197",0.227732766456295
"198",0.0859128850588645
"199",-0.0863424563069153
"200",0.591719396472421
"201",0.569899288263772
"202",0.835392027285477
"203",0.880292552306219
"204",0.882186792103516
"205",0.779223137221695
"206",0.997472623414325
"207",0.549650091432203
"208",0.508833919436534
"209",0.94815363541658
"210",0.893021866288007
"211",0.331038054600411
"212",-0.111530857544387
"213",0.743256189880871
"214",0.64563843915581
"215",0.79818577619265
"216",0.988024034812266
"217",0.870443932299414
"218",0.829464001216706
"219",0.980937266281786
"220",0.966841877261073
"221",0.976621733513106
"222",0.955386864103854
"223",0.9720451659269
"224",0.96962980028525
"225",0.728459642628261
"226",0.349032856893922
